vesselName,imoNumber,flag,vesselType,grossTonnage,mmsiNumber,yearBuilt
ATHENA,9113379,TH,LPG,47027,567547000,1995
ATHOS,9408293,MH,BULK CARRIER,33044,538003311,2009
THORCO REEF,9539365,HK,GENERAL CARGO,14859,477196900,2009
STI URANUS,9572135,PA,TUG BOAT,282,565145000,2009
MAKHA BHUM,9801512,TH,CONTAINER SHIP,18341,567589000,2019
IVY ALLIANCE,9473834,MH,BULK CARRIER,31572,538007550,2011
MARITIME POLARIS,9768746,SG,PETROLEUM/CHEMICAL TANKER,33056,566762000,2015
THORCO BASILISK,9539377,CH,GENERAL CARGO,14859,269021000,2013
GRACIOUS ACE,9604914,LR,VEHICLE CARRIER,59583,636015657,2010
TOMAROS,9867059,BS,BULK CARRIER,38234,311000832,2019
AMBELOS,9801524,BS,TANKER,63484,311000695,2017
HA DONG,9572147,VN,GENERAL CARGO,2551,574974000,2009
JEWEL OF SHINAS,9473846,PA,BULK CARRIER,31572,355208000,2011
PSU THIRD,9768758,SG,BULK CARRIER,109824,563057600,2015
LNG DUBHE,9834296,HK,LNG,114790,477327900,2018
SEA VOYAGER,9408310,MH,TANKER,60205,538003439,2009
LNG MERAK,9834301,HK,LNG,114790,477345800,2018
EUPHRATES HIGHWAY,9604926,PA,VEHICLE CARRIER,59447,373228000,2012
MUROU,9539391,PA,GENERAL CARGO,10650,354856000,2008
GOLDEN SAGITTARIUS,9867073,LR,CHEMICAL TANKER,8050,636019548,2019
AMIAS,9342786,VN,CHEMICAL TANKER,11534,538006658,2007
IG SUNTZU,9736004,SG,LANDING CRAFT,1144,565587000,2013
MAROUDIO,9277254,MH,BULK CARRIER,31269,240128000,2003
AMANAH HALMAHERA AMC,9277254,ID,BULK CARRIER,31269,525109007,0
MARAN VENTURE,9703239,GR,BULK CARRIER,94594,241429000,2016
MARAN EXCELLENCE,9703241,MT,BULK CARRIER,94594,249495000,2016
EURASIAN HIGHWAY,9604938,JP,VEHICLE CARRIER,59029,432839000,2010
LNG PHECDA,9834313,HK,LNG,114790,477345700,2018
RIGEL LEADER,9604940,PA,VEHICLE CARRIER,59694,373035000,2010
XINQUANZHOU,9310032,CN,CONTAINER SHIP,41482,413132000,2005
ORIENT PRIMA,9342803,SG,BULK CARRIER,39738,563091200,2003
LNG MEGREZ,9834325,HK,LNG,114790,477345600,2020
VENUS HORIZON,9604952,CY,BULK CARRIER,50647,209786000,2012
SC CHENGDU,9572185,HK,CHEMICAL TANKER,6028,477779200,2008
FUTURE ENERGY,9867102,PA,LPG,48167,356356000,2015
N BONANZA,9342815,PA,BULK CARRIER,39738,371868000,2004
INDUSTRIAL RANGER,9277280,LR,GENERAL CARGO,8963,218748000,2005
CL YANGZHOU,9703265,LR,BULK CARRIER,44109,636019411,2019
OCEAN VENUS,9604964,PA,BULK CARRIER,34778,373063000,2012
XIN NAN SHA,9310056,CN,CONTAINER SHIP,41482,413147000,2005
SG BAHARI,9408360,ID,TANKER,6146,525119175,2020
IVS SUNBIRD,9736042,SG,BULK CARRIER,21181,563475000,2015
JASMINE A,9342827,MH,BULK CARRIER,39738,371972000,2006
INDUSTRIAL RUBY,9277292,LR,GENERAL CARGO,8963,636092314,2002
OCEAN APEX,8753005,MH,OIL RIG,28531,538001747,1976
FRONTIER UNITY,9604976,PA,BULK CARRIER,93074,373075000,2012
AVRA C,9408372,LR,CONTAINER SHIP,9684,636014031,2009
IVESTOS 6,9342839,LR,BULK CARRIER,39738,636020108,2006
SONGA OPAL,9473913,MH,CHEMICAL TANKER,11472,538003550,2009
THESSALONIKI,9342841,GR,BULK CARRIER,39736,241282000,2004
GAS KALIMANTAN,9146235,ID,LPG,3385,525007017,1995
MSC OSCAR,9703291,PA,CONTAINER SHIP,192237,355906000,2014
KM OSAKA,9604990,PA,BULK CARRIER,92752,373814000,2010
ZEA,9244544,KN,GENERAL CARGO,23119,341751000,2003
TORM LAURA,9375616,DK,TANKER,29300,220603000,2008
CAPE TALLIN,9441154,MH,TANKER,42010,538003422,2008
IVS GLENEAGLES,9736066,SG,BULK CARRIER,32726,563945000,2015
JY HONGKONG,9867140,MH,BULK CARRIER,44103,538008507,2019
PIREAS,9342853,GR,BULK CARRIER,39736,241335000,2006
SONGA JADE,9473925,MH,CHEMICAL TANKER,11259,538003551,2009
TIP COPENHAGEN,9277321,MT,GENERAL CARGO,5057,256536000,2004
MSC OLIVER,9703306,PA,CONTAINER SHIP,192237,356289000,2015
MPV CLIO,9244556,MH,CONTAINER SHIP,23119,538008405,2003
IVS SWINLEY FOREST,9736080,SG,BULK CARRIER,34157,563002700,2015
NAVIOS SUN,9342865,PA,BULK CARRIER,39738,371626000,2004
CAPE SUNRISE,9605009,PA,BULK CARRIER,92752,373058000,2010
SANTA VITORIA,9605011,PA,BULK CARRIER,34795,373059000,2012
KNUT OLDENDORFF,9834387,PT,BULK CARRIER,44029,255806201,0
MSC ZOE,9703318,PA,CONTAINER SHIP,192784,352757000,2015
FRONT LEOPARD,9703320,MH,TANKER,62700,538006771,2016
NORDIC WISMAR,9539482,LR,CONTAINER SHIP,39753,636092177,2011
LAN HA,9375642,VN,GENERAL CARGO,8216,574347000,2006
ENERGY LIBERTY,9736092,JP,LNG,121982,431540000,2018
CAPE TEES,9441180,MH,TANKER,42010,538003549,2009
STELLA ANITA,9637791,SG,BULK CARRIER,94710,566398000,2010
JY HAMBURG,9867164,MH,BULK CARRIER,44150,538008509,2019
BELGIE REEFER,9015204,BS,REEFER VESSEL,13049,308121000,1991
HEDDA SCHULTE,9539494,CY,CONTAINER SHIP,39753,209845000,2013
NORDIC GENEVA,9441192,LR,TANKER,42010,636018915,2009
SEBAROK SPIRIT,9572264,BS,TANKER,60193,311000465,2011
KYMOPOLIA,9310123,MH,BULK CARRIER,89701,538005366,2006
TIHAMA,9736107,MT,CONTAINER SHIP,195636,256217000,2016
GERM SOPHIA,9342891,PA,BULK CARRIER,55284,374891000,2005
BBC TOPAZ,9506734,AG,GENERAL CARGO,12810,305663000,2008
LUZON SPIRIT,9572276,BS,TANKER,60193,311000467,2011
MINDORO STAR,9441207,MH,TANKER,42010,538003490,2009
CAPE TRUST,9310135,PA,BULK CARRIER,89728,372063000,2006
PACIFIC HOPE,9605047,PA,BULK CARRIER,17009,351849000,2011
BBC ONYX,9506746,AG,GENERAL CARGO,12810,305740000,2008
SAN RAMON VOYAGER,9834430,BS,TANKER,163214,311000745,2019
GOLDEN FLAME,9605059,PA,BULK CARRIER,17019,373142000,2012
MORNING IBIS,9539523,LR,TANKER,44009,636016413,2014
DHT FALCON,9310147,HK,TANKER,160359,477407500,2004
BROAD RISE,9342918,PA,BULK CARRIER,39738,371909000,2006
BBC OPAL,9506758,AG,GENERAL CARGO,12810,305776000,2008
SOL LETO,9441219,CM,TANKER,4474,613003720,2006
HOUSTON VOYAGER,9834442,BS,TANKER,163214,311000744,2019
TATEYAMA,9244623,TH,TANKER,160072,567473000,2001
BUNUN GLORY,9539535,PA,BULK CARRIER,22852,352843000,2015
FUGRO EQUINOX,9572305,MY,SUPPLY VESSEL,1642,533130833,2008
SPARKLE,9310161,IN,TANKER,27969,538003971,2004
HORIZON MARU,9048017,ID,TANKER,760,525016211,1992
DHT HAWK,9310159,HK,TANKER,160937,477898400,2007
ATROMITOS L,9605073,MH,BULK CARRIER,17027,538007387,2012
LONDON VOYAGER,9834454,BS,TANKER,163214,311000743,2019
DELTA HARMONY,9408463,GR,TANKER,81360,240906000,2009
COSTA VENEZIA,9801689,IT,PASSENGER VESSEL,135225,247391100,2019
HE HENG,9375707,HK,BULK CARRIER,152305,477177200,0
AMAK,9244635,PA,TANKER,160084,353760000,2002
SIFA,9441245,MH,TANKER,163066,538004634,2011
DELTA OCEAN,9408475,LR,TANKER,81360,636019889,2010
TAIYUAN,9768928,HK,BULK CARRIER,23175,477620400,2015
SINGAPORE VOYAGER,9834466,BS,TANKER,163214,311000742,2019
TIENTSIN,9768930,HK,BULK CARRIER,23175,477913300,2015
MAGIC SEAS,9736169,LR,BULK CARRIER,35812,636016531,2016
SHANDONG DA DE,9572329,HK,BULK CARRIER,199372,477118900,2010
MONA MANX,9801706,IM,BULK CARRIER,35606,232010034,2015
PACIFIC CYPRESS,9605097,PA,BULK CARRIER,23273,373073000,2012
ORE ITALIA,9572331,HK,BULK CARRIER,198980,477913600,2011
TSINGTAO,9768942,HK,BULK CARRIER,23175,477858300,2015
POINT FORTIN,9375721,PA,LNG,101129,370833000,2010
CLIPPER BETTINA,9605102,SG,BULK CARRIER,23264,566395000,2010
OCEAN PEARL,9060247,CY,BULK CARRIER,17430,209513000,1994
SERENITY 1,9060247,PA,BULK CARRIER,17430,354109000,0
HE TONG,9375733,HK,BULK CARRIER,152305,477399200,2006
MICK,9736183,AG,GENERAL CARGO,11494,30432000,2015
SHANDONG DA REN,9572343,HK,BULK CARRIER,199372,477147900,2011
SCARLETT MANX,9801718,IM,BULK CARRIER,35606,232012242,2015
TUNSIN,9768954,HK,BULK CARRIER,23175,477636600,2015
CAPE BLANC,9179127,MH,TANKER,21165,538003709,1998
DISTYA PUSHTI,9179127,IN,TANKER,21165,419000960,0
WESTERN PARIS,9703423,PH,BULK CARRIER,25442,548928000,2015
HE YONG,9375745,HK,BULK CARRIER,152148,477614600,2006
CRANE,9441283,MH,BULK CARRIER,33045,538003817,2010
SOUTHERN WOLF,9867267,LR,TANKER,12453,636019577,2019
KEITH,9736195,AG,GENERAL CARGO,11494,304343000,0
GOLDEN BELLE HANA,9310214,KR,TANKER,3936,215793000,2004
HE PING,9375757,HK,BULK CARRIER,152148,477641600,2006
EGRET BULKER,9441295,MH,BULK CARRIER,33045,538003818,2010
ERIN MANX,9801744,IM,BULK CARRIER,35606,232027170,2015
GOLDEN SKY HANA,9310226,KR,TANKER,3936,215905000,2005
SOUTHPORT,9408530,MH,TANKER,62856,538003268,2008
GANNET BULKER,9441300,MH,BULK CARRIER,33045,538003902,2010
YU ZHONG HAI,9375769,PA,BULK CARRIER,152148,372794000,2009
YU HUA HAI,9375771,PA,BULK CARRIER,152148,371620000,2010
SILVER SCORPIO,9867293,PA,CHEMICAL TANKER,5488,371310000,2019
SUVRETTA,9408542,GR,TANKER,62856,240778000,2008
LIMIN SWORDFISH,9572381,ID,TUG BOAT,490,525007251,2008
GREBE BULKER,9441312,MH,BULK CARRIER,33045,538003905,2009
JUDITH SCHULTE,9605152,HK,CONTAINER SHIP,94402,477220400,2012
KIRISHIMA SKY,9703459,PA,BULK CARRIER,22160,352856000,2014
PACIFIC SKY,9408554,MH,TANKER,62856,538003470,2009
PETROLIMEX 18,9310252,VN,TANKER,25400,574003150,2007
IBIS BULKER,9441324,MH,BULK CARRIER,33045,538003946,2010
STELLAR PIONEER,9048110,MH,BULK CARRIER,160666,538004904,2011
ECO DYNAMIC,9277486,MY,GENERAL CARGO,20211,371428000,2004
JAY,9441336,MH,BULK CARRIER,33045,538003972,2010
ANU BHUM,9572410,TH,CONTAINER SHIP,2123,567057400,2008
STELLAR TOPAZ,9048122,MH,BULK CARRIER,160454,636009610,1994
MP WORKBOAT 1,9277498,IN,SUPPLY VESSEL,2838,419001410,2001
BANGSAOTONG,9474113,TH,GENERAL CARGO,5321,567561000,2007
JATIM,8720450,ID,GENERAL CARGO,364,525200295,1988
TAY SON 2,9343041,VN,GENERAL CARGO,8216,574294000,2005
PANASIATIC,9310276,MH,BULK CARRIER,42898,371521000,2005
HANZE GDANSK,9605188,NL,BULK CARRIER,24210,246894000,2013
C INFINITY,9605190,PA,TANKER,162044,373606000,2012
STELLAR KNIGHT,9048134,MH,BULK CARRIER,160666,538004845,2011
VENTURE GOAL,9670731,LR,BULK CARRIER,26411,636016844,2015
RHL CONSCIENTIA,9539664,LR,CONTAINER SHIP,48799,636092696,2012
BULK JAPAN,9310290,LR,BULK CARRIER,42887,636016529,2006
C PROGRESS,9605205,PA,TANKER,162044,373705000,2012
VENTURE LUCK,9670743,LR,BULK CARRIER,26411,636016891,2015
SINE MAERSK,9146455,DK,CONTAINER SHIP,92198,219537000,1998
GENTLE SEAS,9703514,LR,BULK CARRIER,35812,636016161,2014
QUEENA,9736286,HK,BULK CARRIER,44127,477454600,2014
VENTURE HARMONY,9670755,LR,BULK CARRIER,26411,636016892,2015
SVENDBORG MAERSK,9146467,DK,CONTAINER SHIP,92198,219145000,1998
MAERSK JABAL,9343077,SG,CONTAINER SHIP,27910,565936000,2007
RHL CONCORDIA,9539688,LR,CONTAINER SHIP,48799,636092424,2012
VENTURE DYLAN,9670767,LR,BULK CARRIER,26411,636017144,2015
SOFIE MAERSK,9146479,DK,CONTAINER SHIP,92198,219776000,1998
ROYAL FORWARD,9277553,SG,BULK CARRIER,48020,563859000,2004
CHIPOL CHANGJIANG,9703538,HK,GENERAL CARGO,25471,477193700,2014
HARINAVEE 10,8720498,TH,GENERAL CARGO,1559,567050600,0
MELBOURNE,9244788,PA,BULK CARRIER,40030,354491000,2002
JOHANNA SCHULTE,9605231,HK,CONTAINER SHIP,94402,477519400,2012
PETREL BULKER,9441398,MH,BULK CARRIER,33045,538004338,2010
CHIPOL HUANGHE,9703540,HK,GENERAL CARGO,25471,477006700,2014
PUFFIN BULKER,9441403,MH,BULK CARRIER,33045,538004339,2011
LACON,9277565,LR,BULK CARRIER,48036,636017314,2006
ALTO ACRUX,9343106,BS,LNG,122361,308592000,2008
JAZEEL,9638018,01,TANKER,2944,525300489,2011
SENNA 3,9179270,TH,LPG,3499,567402000,1998
MSC AZOV,9605255,MT,CONTAINER SHIP,95166,229620000,2014
ROADRUNNER BULKER,9441415,MH,BULK CARRIER,33045,538004340,2010
CORONA BRAVE,9277577,PA,BULK CARRIER,48028,355781000,0
KENT,9343118,LR,LPG,22914,636013308,2007
CHOLA TREASURE,9244817,SG,BULK CARRIER,40030,477401500,2004
STAR ZULU,9539729,BS,BULK CARRIER,63993,311000624,2012
SANDPIPER BULKER,9441427,MH,BULK CARRIER,33045,538004341,2010
MSC AJACCIO,9605267,MT,CONTAINER SHIP,95139,229625000,2014
GREG MORTIMER,9834648,BS,PASSENGER VESSEL,8035,311000866,2019
ZHONG CHANG ZHOU SHAN,9670808,HK,BULK CARRIER,40913,477608600,2012
SHAO SHAN 8,9670810,HK,BULK CARRIER,40913,477133900,2012
KENNADI,9703576,MH,BULK CARRIER,36295,538006410,2016
MAGDALENA OLDENDORFF,9638044,LR,BULK CARRIER,106982,636015916,2013
QC MATILDE,9244831,MH,BULK CARRIER,40008,538006685,2002
MSC AMALFI,9605279,MT,CONTAINER SHIP,95166,229626000,2014
UNI WEALTH,9539743,HK,BULK CARRIER,18499,477621200,2008
ELSA S,9736353,PA,BULK CARRIER,43430,374727000,2015
MACKENZIE,9703588,MH,BULK CARRIER,36295,538006411,2016
WEITEK 18,9834662,SG,PETROLEUM PRODUCT TANKER (>=60C),1492,563047900,2008
MP ULTRAMAX 1,9703590,SG,BULK CARRIER,36286,563006900,2015
MAY OLDENDORFF,9638056,LR,BULK CARRIER,106884,636016113,2013
EVEREST,9769130,BS,ICEBREAKER,21943,311000615,0
MPV EVEREST,9769130,BS,SUPPLY VESSEL,21943,311000615,2017
KST SKILL,9539755,SG,TUG BOAT,333,563981000,2006
ADVANTAGE SOLAR,9408683,MH,TANKER,83850,538006200,2009
ASI M,9244843,PA,BULK CARRIER,30053,356479000,2001
OLYMPIC GALAXY,9375915,MH,BULK CARRIER,42751,353357000,2009
OSAKA,9670834,PT,CONTAINER SHIP,42690,636015797,2013
JAKOB SELMER,9474228,MH,BULK CARRIER,23432,477814600,2011
LNG DREAM,9277620,BS,LNG,118876,309065000,2006
KLARA SELMER,9474230,MH,BULK CARRIER,23432,538007972,2011
FRONT BALDER,9408695,MH,TANKER,83562,538006223,2009
MP ULTRAMAX 2,9703605,SG,BULK CARRIER,36286,563007100,2015
GREAT LUCK,9244855,LR,BULK CARRIER,30053,636020167,2002
THALASSIC,9375927,LR,BULK CARRIER,42751,636018289,2009
LUCAS OLDENDORFF,9375927,PT,BULK CARRIER,43,255806036,0
SOL MALAYSIA,9081019,PA,CONTAINER SHIP,15741,352687000,1996
BLUE SEA,9146558,MH,BULK CARRIER,26044,538005517,1997
CP 47,9146560,TH,TANKER,2748,567065800,1996
KANG MAN,9277632,CN,BULK CARRIER,29995,413219590,0
THOMAS SELMER,9474242,MH,BULK CARRIER,23432,477802800,2011
BRILLIANT JEWEL,9244867,LR,TANKER,159016,636019531,2002
PELAGIC,9375941,LR,BULK CARRIER,44251,636018288,2008
NEW KEEPER,9736391,LR,BULK CARRIER,21728,636017330,2016
DESPINA D,9310408,MH,BULK CARRIER,39736,538008754,2004
MARCAP MARS,9834698,TV,LANDING CRAFT,1547,572279220,0
ORIENT BEAUTY,9310410,SG,BULK CARRIER,39736,563094200,2004
GAS SELLAN,9146572,VN,LPG,5415,574001930,1996
BIRTE SELMER,9474254,MH,BULK CARRIER,23432,538007973,2011
RM 1,9081045,TH,TANKER,1997,567001970,0
OCEAN ONYX,8753366,MH,OIL RIG,18523,538001765,1973
ANASTASIA S,9277656,LR,BULK CARRIER,29990,636018245,2004
TEAM LEADER,9343194,BM,TANKER,26751,565917000,2008
NM SAKURA,9703643,MH,BULK CARRIER,34349,538006163,2015
CAROLINE SELMER,9474266,MH,BULK CARRIER,23432,538007970,2011
NEW LOTUS,9244893,BB,BULK CARRIER,30053,314032000,2000
NEW LOTUS,9244893,BB,BULK CARRIER,30053,314032000,0
CLIPPER EIRENE,9834715,NO,LPG,18898,257069560,2019
GOLDEN UNITY,9572575,PA,CHEMICAL TANKER,13517,352565000,2011
DANAE,9212125,MH,BULK CARRIER,40622,240058000,2001
DIGNITY ACE,9441506,BS,VEHICLE CARRIER,58767,311002900,0
AMERICAN BULKER,9736420,PA,BULK CARRIER,22426,374506000,2016
CHRISTINA SELMER,9474278,MH,BULK CARRIER,23432,538007974,2011
CLIPPER ERIS,9834727,NO,LPG,18898,257083750,2019
NM CHERRY BLOSSOM,9703655,MH,BULK CARRIER,34349,538006164,2015
TEAM CAVATINA,9343209,LR,CHEMICAL TANKER,27061,636014408,2010
JIAN HUI,9146601,PA,BULK CARRIER,24953,373886000,1997
RADIANT STAR,9343211,TH,TANKER,56365,567527000,2005
HAI LU,9310446,HK,BULK CARRIER,39736,477700300,2004
HORIZON LEADER,9441520,BS,VEHICLE CARRIER,58767,311040600,2010
ANNA M,9146613,LR,BULK CARRIER,24953,636018493,1997
GIULIA I,9638135,MT,BULK CARRIER,25303,229760000,2014
PROMETHEUS LIGHT,9801976,MH,TANKER,63536,538008103,2019
LEYDEN,9113848,MT,BULK CARRIER,17046,215184000,1995
SEAVOYAGER,9408762,HK,TANKER,60193,477144300,2008
SFL SARA,9539834,HK,BULK CARRIER,33044,477866600,2010
PROMETHEUS ENERGY,9801988,MH,TANKER,63536,538008157,2019
NEW FRONTIER,9561796,PA,BULK CARRIER,21072,351004000,2010
CAPE ISLAND,9277711,CY,BULK CARRIER,88249,212054000,2004
HERITAGE LEADER,9441556,BS,VEHICLE CARRIER,58767,311040700,2011
AEGIR,9605396,PA,CABLE LAYING SHIP,50228,354590000,2012
TORM ESTRID,9277723,DK,TANKER,42432,220237000,2004
CYMONA ENERGY,9638173,MH,BULK CARRIER,40329,538008373,2012
AMBIORIX,9539872,LU,DREDGER,7973,253108000,2010
HARMONY LEADER,9441568,BS,VEHICLE CARRIER,58767,311040800,2010
HEROIC LEADER,9441570,BS,VEHICLE CARRIER,58767,311052700,2011
MARINE HORNBILL,9594365,PA,GENERAL CARGO,8718,357869000,2008
SINARAN LANGIT,9736494,SG,TUG BOAT,217,563029210,2014
GLOVIS CLIPPER,9441582,BS,VEHICLE CARRIER,58767,311054400,2012
BLACK OCEAN,9277747,PA,TANKER,42432,371547000,2004
VNL EXPLORER,9343285,VN,TUG BOAT,327,563918000,2005
MOL TRIUMPH,9769271,MH,CONTAINER SHIP,210678,538007360,2017
GLOVIS CARAVEL,9441594,BS,VEHICLE CARRIER,58767,311054300,2012
MIGHTY SERVANT 1,8130875,CW,HEAVYLOAD SEMI-SUBMERSIBLE,29193,306812000,1983
BERGE TRIGLAV,9572666,LR,BULK CARRIER,91971,636019093,2010
EAGLE ASIA 08,9736509,SG,PETROLEUM/CHEMICAL TANKER,5021,565307000,2014
NORDMARS,9277759,CY,TANKER,42432,210857000,2004
VNL VOYAGER,9343297,VN,TUG BOAT,327,563920000,2005
NORDMERKUR,9277761,CY,TANKER,42432,212032000,2004
MOL TRUST,9769283,MH,CONTAINER SHIP,210678,538007378,2017
EMMA,9474371,AG,GENERAL CARGO,6155,305514000,2008
TAN BINH 129,9244996,VN,BULK CARRIER,14446,574013029,2002
FALCON 5,8982852,ID,FERRY BOAT,161,525012035,1997
CORAL SAPPHIRE,9343302,PA,BULK CARRIER,40042,371979000,2006
GAS NURI ARIZONA,9113927,ID,LPG,5087,525012038,1995
ARDMORE SEAVALIANT,9539913,MH,TANKER,29996,538004967,2013
RCC CLASSIC,9441609,BS,VEHICLE CARRIER,58767,311072300,2013
RCC COMPASS,9441611,BS,VEHICLE CARRIER,58767,311072400,2013
NORD NEPTUNE,9310537,DK,BULK CARRIER,38892,372021000,2004
ERRINA,9802061,PA,CHEMICAL TANKER,15450,354286000,2019
NORDNEPTUN,9277773,CY,TANKER,42432,210979000,2004
MOL TRIBUTE,9769295,MH,CONTAINER SHIP,210678,538007476,2017
FALCON 3,8982864,ID,FERRY BOAT,122,525010324,1997
HANJIN NETHERLANDS,9408841,PA,CONTAINER SHIP,113515,356198000,2011
ARISTOMENIS,9408841,LR,GENERAL CARGO,113515,636018070,0
CAPTAIN DIAMANTIS,9212242,GR,BULK CARRIER,40609,239746000,2000
MIGHTY SERVANT 3,8130899,CW,HEAVYLOAD SEMI-SUBMERSIBLE,23123,306017000,1983
MOL TRADITION,9769300,MH,CONTAINER SHIP,210678,538007606,2017
ARDMORE SEAVENTURE,9539925,MH,TANKER,29996,538004968,2013
CORAL TOPAZ,9343314,PA,BULK CARRIER,40042,372904000,2007
RCC ANTWERP,9441623,BS,VEHICLE CARRIER,58767,311000101,2013
MTM VANCOUVER,9867607,SG,PETROLEUM/CHEMICAL TANKER,13136,563090600,2015
TORM EMILIE,9277785,DK,TANKER,42449,220518000,2004
ALBANY PIONEER,9310549,JP,BULK CARRIER,47781,548758000,2006
NAVIOS UNISON,9408853,LR,CONTAINER SHIP,113412,636018069,2010
GLOBAL DREAM,9146716,PA,GENERAL CARGO,20395,351150000,1997
NIWA,8819029,AE,CABLE LAYING SHIP,13201,470773000,0
AULAC JUPITER,9507166,VN,TANKER,8580,574676000,2007
ATHINA,9343326,GR,BULK CARRIER,40014,241217000,2004
BRITOIL 20,9441635,01,TUG BOAT,816,565441000,2006
DANUM 136,9605475,MY,TUG BOAT,482,533170088,0
TORM ISMINI,9277797,DK,TANKER,42432,220258000,2004
ARISTOFANIS,9867621,MH,TANKER,62826,538008714,2020
PUTERI ZAMRUD SATU,9245031,MY,LNG,94446,533754000,2002
VIET SING 05,8982888,VN,TANKER,6883,574333000,2003
CHARISMA GR,9834856,MH,BULK CARRIER,23765,538090551,2019
ALJALAA,9343338,HK,TANKER,59164,477232300,0
RCC AMERICA,9277802,BS,VEHICLE CARRIER,57718,311595000,2003
MICLYN ENDURANCE,9474412,MY,SUPPLY VESSEL,2397,533180045,2006
ASKLIPIOS,9408877,LR,CONTAINER SHIP,113412,351683000,2011
GEMINI SUN,9343340,LR,TANKER,59164,636016275,2008
FLAG THENIA,9605487,MT,BULK CARRIER,91374,229087000,2013
INTAN DAYA 3,9539951,ID,GENERAL CARGO,2994,525012080,2010
TANTO JAYA,9179505,ID,CONTAINER SHIP,13346,525016584,1997
CAPE OASIS,9802097,PA,BULK CARRIER,93452,372893000,0
ENG HUP SUPPORT,9376115,SG,TUG BOAT,192,563007280,2005
SEA COUGAR,9834868,GR,TANKER,29529,241631000,2019
NORWEGIAN JOY,9703796,BS,PASSENGER VESSEL,167725,311000599,2017
RCC AFRICA,9277814,BS,VEHICLE CARRIER,57718,311594000,2004
SEA TIGER,9834870,GR,TANKER,29529,241630000,2019
FENG HAI 32,9638264,CN,CHEMICAL TANKER,18442,413471840,2012
ALQADISIA,9343352,HK,TANKER,59164,477107300,2004
ENDEAVOUR,9474424,ID,SUPPLY VESSEL,2397,525003109,2007
FLAG SEAMAN,9605499,MT,BULK CARRIER,91374,229243000,2013
SHANGHAI EXPRESS,9539963,HK,BULK CARRIER,54529,477848200,2013
SOUTHERN CONDOR,9441659,SG,PETROLEUM/CHEMICAL TANKER,8295,563004300,2007
RATTANA NAREE,9245055,TH,BULK CARRIER,17431,567269000,2002
AMBER ARROW,9277826,BS,VEHICLE CARRIER,57718,311695000,2003
COMMITMENT,9834882,SG,TANKER,707,563057800,2017
BEN WYVIS,9703813,MH,BULK CARRIER,24185,538006155,2015
SINAR TARAKAN,9113991,ID,LPG,3075,525010240,1995
FUJIAN EXPRESS,9539975,HK,GENERAL CARGO,54567,477193200,2014
BRITOIL 23,9441673,01,TUG BOAT,816,565444000,2007
SEA SOVEREIGN,9376139,VU,SUPPLY VESSEL,1951,371189000,2006
MOUNT ADAMS,9245067,HK,BULK CARRIER,17431,477282400,2001
NSU XANADU,9802126,LR,BULK CARRIER,135953,636018559,2018
IVORY ARROW,9277838,BS,VEHICLE CARRIER,57718,311696000,2004
CEVDET A,9474450,MT,CHEMICAL TANKER,7244,249537000,2008
BATAVIA EXPRESS,9539987,HK,BULK CARRIER,54690,477224200,2012
UNI AUC ONE,9310616,HK,BULK CARRIER,17663,353179000,2004
TOSA,9343388,JP,TANKER,159930,432784000,2008
CORVETTE,9703837,BS,LPG,48060,311000255,2015
TENJUN,9343390,PA,TANKER,159927,370526000,2008
TARAKAN EXPRESS,9539999,HK,BULK CARRIER,54550,477030900,2012
SWIBER CHALLENGER,9408932,ID,TUG BOAT,1470,525012205,2007
STAR ANGELINA,9310630,MH,BULK CARRIER,42898,538006065,2006
TAMBA,9343405,JP,TANKER,159977,431422000,2008
GOLDEN ACE,9736626,HK,CHEMICAL TANKER,7233,477548800,2014
LAUSANNE,9310642,MH,BULK CARRIER,42887,371805000,2006
SEA PANTHER,9802164,GR,TANKER,63479,241618000,2018
HYUNDAI AQUAPIA,9179581,KR,LNG,113998,441268000,1999
MARIDAKI,9310654,LR,TANKER,159953,636019451,2005
MAREX NOA,9736638,SG,PETROLEUM/CHEMICAL TANKER,7217,566400000,2014
TOP ADVANCER,9736640,MH,BULK CARRIER,36314,538006970,2016
SEA PUMA,9802176,GR,TANKER,63460,241627000,2018
MING XIANG DA 1,9114048,PA,GENERAL CARGO,6275,354958000,1995
FREE NEPTUNE,9146819,LR,BULK CARRIER,17997,636012063,1996
ISLANDER S,9146819,PE,BULK CARRIER,17997,511826000,0
FEDERAL CEDAR,9671101,MH,BULK CARRIER,20789,538006473,2016
MIKAWA,9277888,KN,CONTAINER SHIP-ROLL ON/OFF,13018,341058000,2002
DYNA PURE,9343431,PA,GENERAL CARGO,43591,353686000,2006
CHANG AN VISTA,9540041,PA,BULK CARRIER,6756,373462000,2012
NANO,9179593,PW,BULK CARRIER,87523,239612000,1999
POLARIS 3,9441740,PA,LIVE-STOCK VESSEL,20613,351325000,2008
TONEGAWA,9802188,JP,TANKER,160057,431884000,2018
GREEN WAVE,9867724,SG,CONTAINER SHIP,17954,563110300,2020
EDRICKO 6,9146833,ID,TANKER,1017,525015425,1996
RISA,9212369,LR,TANKER,28246,636016787,2000
ESPRIT LOTUS,9343443,PA,BULK CARRIER,43621,372394000,2004
GREEN PACIFIC,9441752,VN,CONTAINER SHIP,12545,574003640,2008
POSH PUFFIN,9605592,TV,SUPPLY VESSEL,2795,572264220,2011
